{'elevation': 90.0, 'canting': 10.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9287969731779052, 'frequency': 9.6, 'n': (7.799630675745488+2.423234751141455j), 'wl': 31.22838104166667, 'prefactor': 0.00029886308515174494}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
1.11,0.0005449662869614455,0.0005449662869614454,0.018888080473478466,0.000558997863571556,7.759654180984333e-18,0.985504978815
1.12,0.0005747439676264585,0.0005747439676264582,0.01958130258882423,0.000589902737236592,7.759654180984333e-18,0.9854331878400002
1.1300000000000001,0.0006058585583028123,0.0006058585583028122,0.020296012087813023,0.0006222185239218086,6.207723344787467e-18,0.9853540594150003
1.1400000000000001,0.0006383575387506879,0.0006383575387506876,0.02103278876669846,0.0006559962902131342,3.1038616723937334e-18,0.9852665738400002
1.1500000000000001,0.0006722900963164328,0.0006722900963164326,0.021792227637347977,0.0006912884765581452,-3.1038616723937334e-18,0.9851697093749999
1.1600000000000001,0.0007077064678158247,0.0007077064678158245,0.022574938083681783,0.0007281489216891569,3.1038616723937334e-18,0.9850624422400003
1.17,0.0007446584348290637,0.0007446584348290636,0.023381544704426094,0.0007666328872614962,3.1038616723937334e-18,0.9849437466150002
1.18,0.0007831992815975122,0.0007831992815975118,0.02421268322837887,0.0008067970827069582,-3.1038616723937334e-18,0.98481259464
1.19,0.0008233833318397315,0.0008233833318397312,0.02506900960308562,0.0008486996903024373,3.1038616723937334e-18,0.9846679564149999
1.2,0.0008652671468263108,0.0008652671468263105,0.025951191655089256,0.0008924003904537478,3.1038616723937334e-18,0.9845088000000001
1.21,0.0009089082221473933,0.000908908222147393,0.026859915033828938,0.0009379603871946207,6.207723344787467e-18,0.984334091415
1.22,0.0009543658633988566,0.000954365863398856,0.02779588060226206,0.0009854424339008844,1.2415446689574933e-17,0.9841427946400002
1.23,0.001001701075057509,0.0010017010750575086,0.02875980460237622,0.001034910859219825,3.1038616723937334e-18,0.9839338716150001
1.24,0.0010509763981851152,0.001050976398185115,0.02975242249570822,0.0010864315932147305,6.207723344787467e-18,0.9837062822400001
1.25,0.0011022561494091483,0.0011022561494091478,0.0307744853207923,0.001140072193724613,6.207723344787467e-18,0.9834589843749999
1.26,0.001155606452684718,0.0011556064526847174,0.0318267592628423,0.0011959018729391156,9.3115850171812e-18,0.9831909338400001
1.27,0.001211095098433534,0.0012110950984335334,0.032910031595880095,0.001253991524188599,0.0,0.9829010844150002
1.28,0.00126879220514786,0.0012687922051478596,0.034025105924806204,0.0013144137489494098,9.3115850171812e-18,0.98258838784
1.29,0.0013287689997772746,0.0013287689997772735,0.035172802747383755,0.0013772428840643299,3.1038616723937334e-18,0.9822517938149999
1.3,0.0013910997896339173,0.0013910997896339167,0.036353966168658186,0.001442555029178209,9.3115850171812e-18,0.9818902499999999
1.31,0.0014558598712467753,0.0014558598712467751,0.03756945239415926,0.0015104280743887758,0.0,0.9815027020150001
1.32,0.0015231273196910041,0.0015231273196910033,0.03882013972789424,0.0015809417281126327,-9.3115850171812e-18,0.9810880934400001
1.33,0.0015929821521449667,0.001592982152144966,0.04010692673918323,0.0016541775451664308,1.5519308361968666e-17,0.980645365815
1.34,0.0016655066301277705,0.0016655066301277698,0.041430732403731414,0.001730218955063228,9.3115850171812e-18,0.9801734586399999
1.35,0.0017407855660862112,0.0017407855660862104,0.04279248960767169,0.0018091512905240267,0.0,0.9796713093750001
1.36,0.0018189056297472713,0.0018189056297472706,0.04419316300050201,0.0018910618162044919,9.3115850171812e-18,0.9791378534400004
1.37,0.0018999564278945147,0.0018999564278945132,0.04563372461023424,0.0019760397576368553,9.3115850171812e-18,0.9785720242150001
1.3800000000000001,0.001984030335383933,0.001984030335383932,0.04711518014369598,0.002064176330386996,6.207723344787467e-18,0.9779727530399999
1.3900000000000001,0.0020712215403589263,0.002071221540358924,0.04863854577325016,0.002155564769426705,1.5519308361968666e-17,0.9773389692150002
1.4000000000000001,0.0021616279019434992,0.002161627901943497,0.050204864903858684,0.0022503003587211303,9.3115850171812e-18,0.9766696
1.4100000000000001,0.0022553492649545082,0.0022553492649545074,0.05181520130577533,0.002348480461031404,1.5519308361968666e-17,0.9759635706149999
1.42,0.002352489072935789,0.0023524890729357878,0.05347064277699369,0.0024502045479324486,0.0,0.9752198042400002
1.43,0.0024531534475667654,0.002453153447566763,0.055172292578611636,0.002555574230045976,-9.3115850171812e-18,0.9744372220149999
1.44,0.002557451751362396,0.002557451751362394,0.056921289438723856,0.0026646932874886437,9.3115850171812e-18,0.9736147430400003
1.45,0.002665496783439117,0.0026654967834391138,0.058718781104854234,0.0027776677005354167,6.207723344787467e-18,0.9727512843750001
1.46,0.002777404831820836,0.0027774048318208347,0.06056594946977652,0.0028946056804981016,-1.2415446689574933e-17,0.9718457610400001
1.47,0.0028932946142284453,0.002893294614228443,0.062463988357455744,0.003015617700819058,-6.207723344787467e-18,0.9708970860149999
1.48,0.0030132897155256896,0.003013289715525688,0.06441412587438997,0.003140816528380099,1.86231700343624e-17,0.96990417024
1.49,0.0031375170101481794,0.0031375170101481764,0.06641760421083633,0.0032703172550265676,0.0,0.968865922615
